City,Year,TMAX,TMIN,TAVG,TDIFF,PRCP,WIND,EVPR,SUND,WATR,SUND5_cum,GDD5_cum,CDD7_cum,CODE3,CODE51,CODE71,CODE73,CODE61,CODE53,CODE63,CODE55,CODE75,CODE2,CODE0,CODE1,CODE65,lat,long,alt,bloom_date,bloom_doy
Kyoto,1940,8.471666667,-1.056666667,3.7075,9.528333333,1.495,15.56666667,1.8075,8.782168056,-0.3125,178.6968,48.2,144.5,27,13,7,5,3,3,1,1,0,0,0,0,0,35.0119831,135.6761135,44,1940-04-19,110
Kyoto,1941,10.39152542,0.466101695,5.428813559,9.925423729,1.420338983,15.34576271,2.060338983,9.148688512,-0.64,282.9911,101.55,118.3,30,14,2,0,2,3,2,2,1,1,1,1,0,35.0119831,135.6761135,44,1941-04-10,100
Kyoto,1942,10.87118644,0.920338983,5.895762712,9.950847458,2.055932203,14.95254237,1.861864407,8.156733192,0.194067797,255.6606528,133.2,102.4,20,21,4,2,3,1,1,2,1,3,0,1,0,35.0119831,135.6761135,44,1942-04-06,96
Kyoto,1943,10.64745763,0.322033898,5.484745763,10.32542373,1.377966102,14.71525424,2.020847458,8.840066761,-0.642881356,238.7671167,101.55,130.35,28,15,0,0,3,3,1,3,0,4,0,2,0,35.0119831,135.6761135,44,1943-04-11,101
Kyoto,1944,10.15666667,0.493333333,5.325,9.663333333,1.505,15.39833333,1.874833333,8.578203426,-0.369833333,289.5140833,83.45,167.9,21,20,4,1,4,7,1,1,0,1,0,0,0,35.0119831,135.6761135,44,1944-04-09,100
Kyoto,1945,9.247457627,-0.006779661,4.620338983,9.254237288,1.922033898,14.83389831,1.813728814,8.47401549,0.108305085,139.0490861,86.2,129.1,25,15,3,1,4,4,1,0,1,2,3,0,0,35.0119831,135.6761135,44,1971-04-08,98
Kyoto,1946,9.83220339,0.889830508,5.361016949,8.942372881,2.871186441,14.80677966,1.743050847,7.589122505,1.128135593,213.9021889,78.35,161.1,19,15,4,2,3,6,6,1,1,1,0,1,0,35.0119831,135.6761135,44,1946-04-07,97
Kyoto,1947,8.479661017,-1.096610169,3.691525424,9.576271186,1.449152542,15.23220339,1.775254237,8.769294021,-0.326101695,159.473625,49.9,118.55,18,18,11,2,3,4,0,1,1,0,0,1,0,35.0119831,135.6761135,44,1947-04-17,107
Kyoto,1948,10.575,1.386666667,5.980833333,9.188333333,1.325,13.84,1.770166667,7.485172917,-0.445166667,231.4634611,99.35,156.55,23,23,0,0,2,5,2,1,0,1,1,2,0,35.0119831,135.6761135,44,1948-04-11,102
Kyoto,1949,10.63898305,1.122033898,5.880508475,9.516949153,2.03559322,16.89661017,1.894237288,8.664481026,0.141355932,284.950525,85.35,168.55,19,23,4,0,2,5,3,3,0,0,0,0,0,35.0119831,135.6761135,44,1949-04-17,107
Kyoto,1950,10.20677966,0.920338983,5.563559322,9.286440678,2.169491525,15.93050847,1.76779661,8.122200895,0.401694915,181.2397806,93.35,155.85,20,19,4,2,3,4,1,3,1,2,0,0,0,35.0119831,135.6761135,44,1950-04-09,99
Kyoto,1951,10.00677966,1.03559322,5.521186441,8.971186441,2.328813559,16.61355932,1.723559322,8.014492844,0.605254237,239.9838083,95.5,144.5,23,19,4,0,6,3,2,1,1,0,0,0,0,35.0119831,135.6761135,44,1951-04-08,98
Kyoto,1952,8.386666667,0.071666667,4.229166667,8.315,2.871666667,16.115,1.5925,7.611620833,1.279166667,153.5097417,55.1,144.6,25,13,4,2,5,6,4,1,0,0,0,0,0,35.0119831,135.6761135,44,1952-04-14,105
Kyoto,1953,10.13559322,1.279661017,5.707627119,8.855932203,2.318644068,16.03898305,1.722033898,7.981591808,0.596610169,281.2863194,103.7,152.65,14,21,6,1,5,4,1,3,1,2,1,0,0,35.0119831,135.6761135,44,1953-04-11,101
Kyoto,1954,10.62542373,1.103389831,5.86440678,9.522033898,2.261016949,15.69830508,1.918983051,8.811600659,0.342033898,281.2226472,102.85,155.65,24,15,1,3,4,2,5,1,0,1,2,1,0,35.0119831,135.6761135,44,1954-04-08,98
Kyoto,1955,10.72372881,1.472881356,6.098305085,9.250847458,2.937288136,15.94067797,1.744237288,7.704664077,1.193050847,308.0353444,107.85,143.95,26,14,3,1,5,5,4,0,0,1,0,0,0,35.0119831,135.6761135,44,1955-04-07,97
Kyoto,1956,9.26,0.458333333,4.859166667,8.801666667,3.271666667,17.77833333,1.662833333,8.218980139,1.608833333,162.3147528,90.7,140,16,14,9,2,6,5,5,1,1,1,0,0,0,35.0119831,135.6761135,44,1956-04-08,99
Kyoto,1957,8.381355932,-0.345762712,4.01779661,8.727118644,2.028813559,17.12711864,1.720508475,8.455608239,0.308305085,157.7616833,36.05,163.5,21,15,10,0,2,6,0,3,0,1,0,1,0,35.0119831,135.6761135,44,1957-04-13,103
Kyoto,1958,11.02542373,1.559322034,6.292372881,9.466101695,2.440677966,15.63728814,1.887627119,8.526578861,0.553050847,247.8487417,122.4,141.65,19,21,3,1,5,3,2,1,1,2,0,1,0,35.0119831,135.6761135,44,1958-04-09,99
Kyoto,1959,12.09661017,2.669491525,7.383050847,9.427118644,3.706779661,14.53728814,1.778474576,7.157323117,1.928305085,286.4731472,160.05,128.8,15,19,0,0,3,5,9,3,0,0,4,1,0,35.0119831,135.6761135,44,1959-04-02,92
Kyoto,1960,11.67666667,1.656666667,6.666666667,10.02,1.645,15.59833333,1.952,8.716245278,-0.307,349.6596361,132.3,148.5,23,18,2,0,0,5,2,1,0,3,2,3,1,35.0119831,135.6761135,44,1960-04-04,95
Kyoto,1961,9.742372881,0.623728814,5.183050847,9.118644068,2.388135593,15.28644068,1.855423729,8.264161959,0.532711864,228.3327194,87.1,149.75,26,16,1,0,6,3,2,1,0,1,1,2,0,35.0119831,135.6761135,44,1961-04-09,99
Kyoto,1962,10.46271186,0.789830508,5.626271186,9.672881356,1.481355932,16.31694915,1.866610169,8.644175,-0.385254237,244.6558722,83.6,152.2,20,18,3,0,4,6,2,4,0,1,1,0,0,35.0119831,135.6761135,44,1962-04-12,102
Kyoto,1963,9.028813559,0.055932203,4.542372881,8.972881356,2.26440678,15.87288136,1.810338983,8.350961158,0.454067797,182.2161639,67.85,134.4,24,16,3,3,1,5,3,1,0,1,1,1,0,35.0119831,135.6761135,44,1963-04-11,101
Kyoto,1964,8.543333333,0.538333333,4.540833333,8.005,2.34,16.73166667,1.684333333,8.067431898,0.655666667,189.0374444,45.95,215.4,22,18,4,2,4,7,1,1,1,0,0,0,0,35.0119831,135.6761135,44,1964-04-08,99
Kyoto,1965,8.676271186,-0.113559322,4.281355932,8.789830508,2.579661017,17.6220339,1.796949153,9.053004473,0.782711864,171.3368889,36.25,184,24,21,4,0,4,3,1,0,0,1,0,0,1,35.0119831,135.6761135,44,1965-04-20,110
Kyoto,1966,11.6220339,2.177966102,6.9,9.444067797,3.581355932,16.2779661,1.764067797,7.452719256,1.817288136,296.2098111,147.4,108.55,22,10,3,0,10,5,6,2,0,1,0,0,0,35.0119831,135.6761135,44,1966-04-07,97
Kyoto,1967,10.13050847,0.816949153,5.473728814,9.313559322,3.059322034,15.1,1.671864407,7.798245621,1.387457627,202.1993611,87.35,158.45,14,13,6,1,6,6,3,1,0,7,0,1,1,35.0119831,135.6761135,44,1967-04-07,97
Kyoto,1968,8.333333333,-0.773333333,3.78,9.106666667,2.883333333,15.97333333,1.639166667,8.241623194,1.244166667,171.5719556,71.25,94.05,21,13,6,4,5,3,2,4,1,0,1,0,0,35.0119831,135.6761135,44,1968-04-08,99
Kyoto,1969,9.403389831,0.547457627,4.975423729,8.855932203,3.715254237,15.31525424,1.589491525,6.824307627,2.125762712,156.7310139,82.95,138.8,24,9,4,4,7,3,4,1,1,1,0,0,1,35.0119831,135.6761135,44,1969-04-11,101
Kyoto,1970,8.689830508,-0.388135593,4.150847458,9.077966102,2.211864407,16.58813559,1.741355932,8.29240951,0.470508475,144.5311889,49.2,146.5,22,12,12,1,4,4,2,1,0,0,0,1,0,35.0119831,135.6761135,44,1970-04-17,107
Kyoto,1971,9.542372881,0.384745763,4.963559322,9.157627119,2.63559322,16.8440678,1.779491525,8.518989548,0.856101695,207.4672333,86.55,136.9,22,16,5,1,3,3,5,3,0,0,1,0,0,35.0119831,135.6761135,44,1971-04-08,98
Kyoto,1972,10.25333333,1.636666667,5.945,8.616666667,4.038333333,16.13,1.6685,7.643399815,2.369833333,232.9518722,101.4,175.25,15,19,6,1,7,3,4,2,0,2,0,1,0,35.0119831,135.6761135,44,1972-04-08,99
Kyoto,1973,9.910169492,1.172881356,5.541525424,8.737288136,1.581355932,15.52881356,1.666949153,7.529235687,-0.08559322,201.8377361,81.45,203.55,17,25,4,0,3,6,1,2,0,1,0,0,0,35.0119831,135.6761135,44,1973-04-07,97
Kyoto,1974,9.210169492,-0.010169492,4.6,9.220338983,2.725423729,16.01525424,1.694915254,7.976371657,1.030508475,205.4899833,63.2,183.85,18,16,7,1,4,4,3,4,0,2,0,0,0,35.0119831,135.6761135,44,1974-04-09,99
Kyoto,1975,9.215254237,0.520338983,4.86779661,8.694915254,2.330508475,16.51864407,1.741864407,8.342340301,0.588644068,261.7960528,73,145,19,16,9,2,3,3,3,1,1,2,0,0,0,35.0119831,135.6761135,44,1975-04-10,100
Kyoto,1976,11.12,2.026666667,6.573333333,9.093333333,4.355,15.35833333,1.653333333,7.222878889,2.701666667,252.9668472,127.7,159.4,26,14,0,0,7,4,4,2,0,1,0,1,1,35.0119831,135.6761135,44,1976-04-08,99
Kyoto,1977,9.7,0.642372881,5.171186441,9.057627119,4.152542373,16.3779661,1.768983051,8.003086158,2.383559322,253.6910528,119.7,80.75,16,13,6,5,8,2,3,2,1,1,0,1,1,35.0119831,135.6761135,44,1977-04-03,93
Kyoto,1978,8.650847458,-0.757627119,3.946610169,9.408474576,1.76779661,17.39830508,1.740169492,8.666278531,0.027627119,199.0421389,55.5,131.9,17,23,8,1,5,3,2,0,0,0,0,0,0,35.0119831,135.6761135,44,1978-04-14,104
Kyoto,1979,11.46271186,1.979661017,6.721186441,9.483050847,2.938983051,15.53559322,1.854067797,7.981231685,1.084915254,325.6385278,121.45,185.7,25,13,3,0,5,5,4,1,0,2,1,0,0,35.0119831,135.6761135,44,1979-04-07,97
Kyoto,1980,8.161666667,-0.696666667,3.7325,8.858333333,2.535,15.535,1.723666667,8.300257963,0.811333333,111.628975,34.55,162.7,33,9,6,1,5,1,3,0,0,2,0,0,0,35.0119831,135.6761135,44,1980-04-11,102
Kyoto,1981,9.549152542,0.369491525,4.959322034,9.179661017,3.105084746,15.58983051,1.690169492,7.658177024,1.414915254,189.8639306,86.65,143.45,23,5,5,3,8,6,2,5,0,2,0,0,0,35.0119831,135.6761135,44,1981-04-09,99
Kyoto,1982,9.852542373,1.113559322,5.483050847,8.738983051,2.703389831,15.20338983,1.813220339,8.097608004,0.890169492,227.5572194,97.45,147.25,27,11,2,3,7,1,2,2,0,1,2,1,0,35.0119831,135.6761135,44,1982-04-03,93
Kyoto,1983,9.596610169,0.657627119,5.127118644,8.938983051,2.56440678,16.77457627,1.697627119,7.572575047,0.866779661,155.9185639,73.05,165.1,21,16,6,1,6,4,1,2,0,2,0,0,0,35.0119831,135.6761135,44,1983-04-09,99
Kyoto,1984,6.456666667,-2.176666667,2.14,8.633333333,2.118333333,15.98666667,1.5905,8.290301389,0.527833333,84.87270278,22.2,122.9,22,11,18,0,1,2,3,1,2,0,0,0,0,35.0119831,135.6761135,44,1984-04-18,109
Kyoto,1985,10.31525424,1.666101695,5.990677966,8.649152542,4.744067797,15.76779661,1.58220339,6.462626271,3.161864407,249.0162056,92.8,176.25,25,9,3,0,3,9,7,2,0,1,0,0,0,35.0119831,135.6761135,44,1985-04-09,99
Kyoto,1986,8.7,0.077966102,4.388983051,8.622033898,2.983050847,16.96949153,1.740847458,8.442987053,1.24220339,151.7469833,61.1,147.65,21,17,4,2,3,6,1,1,0,2,1,1,0,35.0119831,135.6761135,44,1986-04-12,102
Kyoto,1987,10.0440678,1.052542373,5.548305085,8.991525424,2.818644068,16.36101695,1.698135593,7.658267373,1.120508475,253.0784,103.2,143.55,23,8,4,4,3,6,4,0,1,4,2,0,0,35.0119831,135.6761135,44,1987-04-05,95
Kyoto,1988,8.875,0.545,4.71,8.33,2.513333333,17.3,1.737833333,7.787085556,0.7755,181.3745,60.55,164.4,31,8,6,0,7,3,2,1,0,1,0,0,1,35.0119831,135.6761135,44,1988-04-15,106
Kyoto,1989,10.87966102,1.981355932,6.430508475,8.898305085,4.579661017,15.46271186,1.751016949,7.739669539,2.828644068,313.3925528,106,181.65,24,9,2,0,6,7,7,1,0,2,0,0,1,35.0119831,135.6761135,44,1989-04-03,93
Kyoto,1990,11.42033898,2.954237288,7.187288136,8.466101695,4.145762712,14.96610169,1.778135593,6.860037006,2.367627119,342.8480194,149.1,138.9,25,8,1,0,6,3,6,3,1,1,4,0,1,35.0119831,135.6761135,44,1990-03-29,88
Kyoto,1991,9.703389831,1.415254237,5.559322034,8.288135593,4.26779661,17.11016949,1.625932203,7.334816478,2.641864407,209.5205889,101.85,151.4,21,12,3,3,4,4,7,0,0,2,1,2,0,35.0119831,135.6761135,44,1991-04-07,97
Kyoto,1992,10.445,2.006666667,6.225833333,8.438333333,3.031666667,14.90333333,1.711333333,7.150016898,1.320333333,203.5361278,115.05,143,24,10,2,1,8,6,4,3,0,1,1,0,0,35.0119831,135.6761135,44,1992-04-03,94
Kyoto,1993,10.23898305,1.355932203,5.797457627,8.883050847,2.737288136,17.12711864,1.86559322,8.641432957,0.871694915,229.117725,92.25,188.25,25,14,5,1,2,1,6,0,0,2,2,1,0,35.0119831,135.6761135,44,1993-04-07,97
Kyoto,1994,8.733898305,0.159322034,4.446610169,8.574576271,2.574576271,15.84576271,1.753559322,8.450854049,0.821016949,175.6476083,43.65,185.65,27,15,6,1,2,3,2,2,1,0,0,0,0,35.0119831,135.6761135,44,1994-04-09,99
Kyoto,1995,10.68813559,1.433898305,6.061016949,9.254237288,2.26779661,15.87288136,1.878813559,8.619102119,0.388983051,305.9206833,99.2,189.75,27,9,3,0,7,7,2,1,0,0,1,2,0,35.0119831,135.6761135,44,1995-04-09,99
Kyoto,1996,9.566666667,0.605,5.085833333,8.961666667,3.09,17.73,1.799166667,8.314171667,1.290833333,196.4022278,87.5,149.55,22,15,5,1,3,5,3,3,1,1,0,0,1,35.0119831,135.6761135,44,1996-04-12,103
Kyoto,1997,10.80169492,1.211864407,6.006779661,9.589830508,1.944067797,15.54576271,1.922881356,8.268325706,0.021186441,291.5174667,101.5,133.05,25,12,1,1,5,4,2,3,0,4,1,1,0,35.0119831,135.6761135,44,1997-04-07,97
Kyoto,1998,11.89661017,2.374576271,7.13559322,9.522033898,3.079661017,15.84915254,1.98220339,8.466725753,1.097457627,336.0016861,147.65,141.7,26,9,0,0,6,9,3,2,0,2,1,1,0,35.0119831,135.6761135,44,1998-04-01,91
Kyoto,1999,10.79491525,1.576271186,6.18559322,9.218644068,2.976271186,16.39322034,1.739322034,7.340813089,1.236949153,248.7693472,115.45,162.95,26,9,5,0,5,4,4,2,1,2,0,1,0,35.0119831,135.6761135,44,1999-04-04,94
Kyoto,2000,9.41,0.168333333,4.789166667,9.241666667,2.431666667,17.585,1.882666667,8.779177222,0.549,244.9024028,62.15,167.6,24,18,4,3,4,2,3,1,0,1,0,0,0,35.0119831,135.6761135,44,2000-04-09,100
Kyoto,2001,10.51864407,1.193220339,5.855932203,9.325423729,2.176271186,16.02033898,1.919491525,8.321740631,0.256779661,278.8681278,103.35,172.95,28,10,4,0,6,6,2,1,0,2,0,0,0,35.0119831,135.6761135,44,2001-04-06,96
Kyoto,2002,11.73728814,1.96440678,6.850847458,9.772881356,2.808474576,15.15423729,1.987118644,8.314514689,0.821355932,354.1449667,148.4,124.05,25,8,4,0,4,5,4,2,0,2,1,3,1,35.0119831,135.6761135,44,2002-04-01,91
Kyoto,2003,9.857627119,1.040677966,5.449152542,8.816949153,3.066101695,15.06101695,1.751694915,8.078539689,1.31440678,247.574025,69.35,199.85,30,15,1,0,7,2,4,0,0,0,0,0,0,35.0119831,135.6761135,44,2003-04-08,98
Kyoto,2004,11.875,1.356666667,6.615833333,10.51833333,2.226666667,15.64166667,2.041333333,8.645168102,0.185333333,355.7441694,132.95,140.9,31,14,0,2,2,2,3,2,0,1,2,1,0,35.0119831,135.6761135,44,2004-04-01,92
Kyoto,2005,9.930508475,0.966101695,5.448305085,8.96440678,2.625423729,15.72033898,1.742881356,7.766811441,0.882542373,229.3825083,87.4,150.25,21,16,5,2,7,4,2,1,0,1,0,0,0,35.0119831,135.6761135,44,2005-04-09,99
Kyoto,2006,10.48813559,1.252542373,5.870338983,9.23559322,3.845762712,15.78813559,1.751016949,7.717235405,2.094745763,257.1546028,98.25,143.25,22,10,4,2,8,2,4,2,0,1,2,1,1,35.0119831,135.6761135,44,2006-04-08,98
Kyoto,2007,12.12372881,2.054237288,7.088983051,10.06949153,2.089830508,15.57288136,2.061186441,8.597076271,0.028644068,327.6613333,141.35,162.85,26,11,1,0,2,4,8,0,0,6,1,0,0,35.0119831,135.6761135,44,2007-04-07,97
Kyoto,2008,10.535,1.406666667,5.970833333,9.128333333,3.113333333,15.27,1.959333333,8.711482037,1.154,289.7075889,124.7,126.1,24,11,6,3,3,3,5,1,0,3,0,1,0,35.0119831,135.6761135,44,2008-04-04,95
Kyoto,2009,11.69322034,2.105084746,6.899152542,9.588135593,3.445762712,14.93220339,1.926779661,7.802548023,1.518983051,363.6495194,125.85,176.15,23,10,2,0,5,7,6,0,0,4,0,2,0,35.0119831,135.6761135,44,2009-04-05,95
Kyoto,2010,11.26949153,2.36440678,6.816949153,8.905084746,4.688135593,15.32881356,1.683050847,7.13384548,3.005084746,279.3277444,135.7,142.1,18,12,3,0,8,4,8,3,0,2,0,1,0,35.0119831,135.6761135,44,2010-04-05,95
Kyoto,2011,10.90169492,1.210169492,6.055932203,9.691525424,2.257627119,14.82711864,1.96559322,8.875602213,0.292033898,308.565025,98.5,171.7,16,13,5,1,4,5,5,2,1,4,2,1,0,35.0119831,135.6761135,44,2011-04-09,99
Kyoto,2012,9.406666667,0.683333333,5.045,8.723333333,3.953333333,15.20333333,1.663166667,7.313525046,2.290166667,209.5922556,84.95,156,25,10,4,2,9,1,5,1,0,2,0,1,0,35.0119831,135.6761135,44,2012-04-10,101
Kyoto,2013,11.2559322,1.798305085,6.527118644,9.457627119,2.555932203,15.50338983,1.952711864,8.100018785,0.603220339,269.4463111,141.95,132.5,28,8,2,1,4,5,4,2,0,2,2,0,1,35.0119831,135.6761135,44,2013-04-03,93
Kyoto,2014,10.37627119,2.044067797,6.210169492,8.33220339,3.825423729,15.66610169,1.778135593,7.916504473,2.047288136,241.7931528,133.2,110.6,23,7,4,3,5,5,4,0,1,7,0,0,0,35.0119831,135.6761135,44,2014-04-04,94
Kyoto,2015,11.07118644,1.644067797,6.357627119,9.427118644,3.145762712,15.77288136,1.88,8.358540019,1.265762712,269.6599444,121,147.6,25,11,3,0,4,4,5,6,0,0,1,0,0,35.0119831,135.6761135,44,2015-04-03,93
Kyoto,2016,11.46333333,2.13,6.796666667,9.333333333,2.39,14.30166667,1.968166667,8.538037963,0.421833333,335.6340722,135.05,185.65,28,11,2,0,4,1,4,1,0,4,1,4,0,35.0119831,135.6761135,44,2016-04-04,95
Kyoto,2017,10.58813559,0.374576271,5.481355932,10.21355932,2.33559322,16.50508475,1.844576271,8.227658569,0.491016949,255.1310083,73.7,176.55,20,16,3,2,3,6,5,2,1,1,0,0,0,35.0119831,135.6761135,44,2017-04-09,99
Kyoto,2018,11.57118644,1.030508475,6.300847458,10.54067797,3.194915254,15.98305085,1.986610169,7.63481629,1.208305085,251.6819444,143.45,120.5,25,9,4,2,5,2,5,0,0,0,5,2,0,35.0119831,135.6761135,44,2018-03-30,89
Kyoto,2019,11.65254237,1.962711864,6.807627119,9.689830508,2.618644068,15.05423729,1.757288136,6.925110546,0.861355932,300.8903389,129.4,143.95,27,6,4,1,8,7,4,2,0,0,0,0,0,35.0119831,135.6761135,44,2019-04-05,95
Kyoto,2020,12.40666667,2.766666667,7.586666667,9.64,3.443333333,15.67,1.851166667,7.443131343,1.592166667,315.7671472,177,132,19,11,3,4,6,4,7,2,0,3,0,1,0,35.0119831,135.6761135,44,2020-04-01,92
Kyoto,2021,13.45423729,2.891525424,8.172881356,10.56271186,3.622033898,16.41355932,2.037627119,7.745819444,1.58440678,362.2703667,213.55,95.95,23,11,4,1,3,4,6,0,0,2,0,4,1,35.0119831,135.6761135,44,2021-03-26,85
Kyoto,2022,11.15932203,0.686440678,5.922881356,10.47288136,2.125423729,15.90508475,1.820847458,7.386036817,0.304576271,230.7400667,127.5,133.2,21,14,8,4,3,1,3,2,1,2,0,0,0,35.0119831,135.6761135,44,2022-04-01,91
Kyoto,2023,13.14067797,2.854237288,7.997457627,10.28644068,2.96779661,13.73898305,1.98440678,7.24950033,0.983389831,327.1767639,204.7,104.6,26,6,3,2,6,5,5,0,0,0,3,2,1,35.0119831,135.6761135,44,2023-03-25,84
